DomainName,AreaType,variable,n,min,max,median,q1,q3,iqr,mad,mean,sd,se,ci
D. Health protection,Districts & UAs (2019/20),HIV late diagnosis in people first diagnosed with HIV in the UK 15+ yrs Persons,3458,0,100,44.444,33.333,53.846,20.513,16.473,44.254,18.737,0.319,0.625
D. Health protection,Districts & UAs (2019/20),"New STI diagnoses (excluding chlamydia aged under 25) per 100,000 All ages Persons",3159,103.499,3444.733,369.901,284.835,491.661,206.826,145.454,464.033,364.794,6.49,12.726
D. Health protection,Districts & UAs (2019/20),"Chlamydia detection rate per 100,000 aged 15 to 24 15-24 yrs Male",3406,0,5058.2,1050.899,796.1,1365.35,569.25,418.462,1146.7,544.418,9.328,18.29
D. Health protection,Districts & UAs (2019/20),"Chlamydia detection rate per 100,000 aged 15 to 24 15-24 yrs Persons",3408,0,7854.2,1594.539,1234.824,2020.904,786.081,571.605,1712.15,719.809,12.33,24.175
D. Health protection,Districts & UAs (2019/20),Adjusted antibiotic prescribing in primary care by the NHS All ages Persons,2484,0.29,2.584,0.948,0.827,1.077,0.251,0.185,0.949,0.198,0.004,0.008
D. Health protection,Districts & UAs (2020/21),"Chlamydia detection rate per 100,000 aged 15 to 24 15-24 yrs Female",579,0,6544,1622.7,1274.7,2088.35,813.65,583.255,1741.997,708.139,29.429,57.801
D. Health protection,Districts & UAs (2020/21),HIV late diagnosis in people first diagnosed with HIV in the UK 15+ yrs Persons,3470,0,100,44.444,33.333,53.846,20.513,16.473,44.257,18.711,0.318,0.623
D. Health protection,Districts & UAs (2020/21),"New STI diagnoses (excluding chlamydia aged under 25) per 100,000 All ages Persons",3170,103.499,3444.733,369.941,284.923,490.802,205.879,144.675,463.662,364.227,6.469,12.684
D. Health protection,Districts & UAs (2020/21),TB incidence (three year average) All ages Persons,5205,0.79,113.05,5.56,3.37,11.78,8.41,4.166,10.703,13.253,0.184,0.36
D. Health protection,Districts & UAs (2020/21),Proportion of drug sensitive TB notifications who had completed a full course of treatment by 12 months All ages Persons,2097,0,100,84.615,76.712,90,13.288,8.91,81.259,14.9,0.325,0.638
D. Health protection,Districts & UAs (2020/21),"Chlamydia detection rate per 100,000 aged 15 to 24 15-24 yrs Male",578,0,3581,798.6,591.85,1081.075,489.225,341.072,890.527,451.184,18.767,36.86
D. Health protection,Districts & UAs (2020/21),"Chlamydia detection rate per 100,000 aged 15 to 24 15-24 yrs Persons",579,0,5348.2,1247.7,994.15,1608.45,614.3,449.08,1361.367,573.478,23.833,46.81
D. Health protection,Districts & UAs (2020/21),Adjusted antibiotic prescribing in primary care by the NHS All ages Persons,2476,0.29,2.584,0.947,0.826,1.078,0.252,0.187,0.949,0.198,0.004,0.008
D. Health protection,Districts & UAs (2020/21),Fraction of mortality attributable to particulate air pollution (new method) 30+ yrs Persons,1542,2.463,9.862,5.927,5.199,6.979,1.78,1.283,6.086,1.249,0.032,0.062
D. Health protection,Districts & UAs (2021/22-2022/23),"Chlamydia detection rate per 100,000 aged 15 to 24 15-24 yrs Female",3342,0,8769.587,2119.115,1633.894,2694.925,1061.032,780.663,2256.869,910.16,15.744,30.869
D. Health protection,Districts & UAs (2021/22-2022/23),HIV late diagnosis in people first diagnosed with HIV in the UK 15+ yrs Persons,3494,0,100,44.444,33.333,54.054,20.721,16.473,44.334,18.682,0.316,0.62
D. Health protection,Districts & UAs (2021/22-2022/23),"New STI diagnoses (excluding chlamydia aged under 25) per 100,000 All ages Persons",3192,103.499,3444.733,370.309,284.847,490.489,205.642,145.027,463.006,363.168,6.428,12.603
D. Health protection,Districts & UAs (2021/22-2022/23),TB incidence (three year average) All ages Persons,4990,0.88,113.05,5.665,3.43,11.848,8.418,4.203,10.875,13.424,0.19,0.373
D. Health protection,Districts & UAs (2021/22-2022/23),Proportion of drug sensitive TB notifications who had completed a full course of treatment by 12 months All ages Persons,2137,0,100,84.615,76.596,89.922,13.327,8.961,81.212,14.853,0.321,0.63
D. Health protection,Districts & UAs (2021/22-2022/23),"Chlamydia detection rate per 100,000 aged 15 to 24 15-24 yrs Male",3341,0,5058.2,1050.7,796.1,1365.2,569.1,419.103,1145.047,541.685,9.371,18.374
D. Health protection,Districts & UAs (2021/22-2022/23),"Chlamydia detection rate per 100,000 aged 15 to 24 15-24 yrs Persons",3343,0,6440.5,1594.259,1236.405,2019.909,783.503,571.455,1709.955,712.082,12.316,24.147
D. Health protection,Districts & UAs (2021/22-2022/23),Adjusted antibiotic prescribing in primary care by the NHS All ages Persons,2457,0.29,2.584,0.943,0.824,1.075,0.251,0.188,0.947,0.198,0.004,0.008
D. Health protection,Districts & UAs (from Apr 2023),"Chlamydia detection rate per 100,000 aged 15 to 24 15-24 yrs Female",3215,0,8769.587,2121.9,1623.944,2704.105,1080.161,787.854,2259.56,920.548,16.235,31.832
D. Health protection,Districts & UAs (from Apr 2023),HIV late diagnosis in people first diagnosed with HIV in the UK 15+ yrs Persons,3542,0,100,44.444,33.333,54.046,20.713,16.473,44.382,18.601,0.313,0.613
D. Health protection,Districts & UAs (from Apr 2023),"New STI diagnoses (excluding chlamydia aged under 25) per 100,000 All ages Persons",3236,103.499,3444.733,368.521,282.673,488.198,205.525,144.844,460.385,361.476,6.354,12.459
D. Health protection,Districts & UAs (from Apr 2023),TB incidence (three year average) All ages Persons,5304,0.73,113.05,5.51,3.34,11.64,8.3,4.151,10.591,13.164,0.181,0.354
D. Health protection,Districts & UAs (from Apr 2023),Proportion of drug sensitive TB notifications who had completed a full course of treatment by 12 months All ages Persons,2175,0,100,84.615,75.894,89.852,13.958,9.154,80.972,15.096,0.324,0.635
D. Health protection,Districts & UAs (from Apr 2023),"Chlamydia detection rate per 100,000 aged 15 to 24 15-24 yrs Male",3214,0,5058.2,1051.995,792.47,1368.453,575.983,424.411,1146.181,545.401,9.62,18.863
D. Health protection,Districts & UAs (from Apr 2023),"Chlamydia detection rate per 100,000 aged 15 to 24 15-24 yrs Persons",3198,0,6440.5,1596.094,1231.196,2023.382,792.186,579.571,1712.531,721.62,12.761,25.02
D. Health protection,Districts & UAs (from Apr 2023),Adjusted antibiotic prescribing in primary care by the NHS All ages Persons,2342,0.29,2.584,0.943,0.821,1.077,0.255,0.191,0.946,0.199,0.004,0.008
D. Health protection,Districts & UAs (from Apr 2023),Fraction of mortality attributable to particulate air pollution (new method) 30+ yrs Persons,1458,2.463,9.862,5.972,5.256,6.996,1.739,1.237,6.157,1.209,0.032,0.062
D. Health protection,Districts & UAs (pre Apr 2019),HIV late diagnosis in people first diagnosed with HIV in the UK 15+ yrs Persons,3410,0,100,44.444,33.333,54.046,20.713,16.473,44.266,18.827,0.322,0.632
D. Health protection,Districts & UAs (pre Apr 2019),"New STI diagnoses (excluding chlamydia aged under 25) per 100,000 All ages Persons",3115,103.499,3444.733,370.233,285.18,492.285,207.105,145.942,465.372,366.934,6.574,12.891
D. Health protection,Districts & UAs (pre Apr 2019),"Chlamydia detection rate per 100,000 aged 15 to 24 15-24 yrs Male",3437,0,5058.2,1052.3,796.319,1365.2,568.881,416.91,1146.15,543.455,9.27,18.175
D. Health protection,Districts & UAs (pre Apr 2019),"Chlamydia detection rate per 100,000 aged 15 to 24 15-24 yrs Persons",3439,0,7854.2,1590.7,1232.703,2018.336,785.633,567.984,1709.611,718.402,12.25,24.019
D. Health protection,Districts & UAs (pre Apr 2019),Adjusted antibiotic prescribing in primary care by the NHS All ages Persons,2501,0.29,2.584,0.951,0.831,1.079,0.248,0.185,0.952,0.198,0.004,0.008
D. Health protection,England,Population vaccination coverage: Dtap IPV  Hib (1 year old) 1 yr Persons,13,91.795,94.741,93.406,92.093,94.228,2.135,1.38,93.273,1.106,0.307,0.668
D. Health protection,England,Population vaccination coverage: Dtap  IPV  Hib (2 years old) 2 yrs Persons,13,92.616,96.298,95.102,93.848,95.976,2.128,1.539,94.864,1.241,0.344,0.75
D. Health protection,England,Population vaccination coverage: PCV 1 yr Persons,12,92.753,94.429,93.633,93.462,93.932,0.47,0.398,93.664,0.462,0.133,0.294
D. Health protection,England,Population vaccination coverage: Hib and  MenC booster (2 years old) 2 yrs Persons,13,88.715,92.659,91.5,90.43,92.127,1.696,1.409,91.078,1.296,0.359,0.783
D. Health protection,England,Population vaccination coverage: PCV booster 2 yrs Persons,13,88.523,92.474,91.004,90.126,91.535,1.409,1.301,90.812,1.272,0.353,0.769
D. Health protection,England,Population vaccination coverage: MMR for one dose (2 years old) 2 yrs Persons,13,89.126,92.656,91.164,90.299,91.915,1.616,1.282,90.929,1.226,0.34,0.741
D. Health protection,England,Population vaccination coverage: MMR for one dose (5 years old) 5 yrs Persons,13,91.922,95,94.274,93.412,94.548,1.137,0.779,93.928,0.97,0.269,0.586
D. Health protection,England,Population vaccination coverage: MMR for two doses (5 years old) 5 yrs Persons,13,84.209,88.62,86.813,86.015,87.719,1.704,1.343,86.763,1.388,0.385,0.839
D. Health protection,England,Population vaccination coverage: PPV 65+ yrs Persons,11,68.335,70.6,69.5,69.025,69.98,0.956,0.804,69.526,0.704,0.212,0.473
D. Health protection,England,Population vaccination coverage: Flu (aged 65 and over) 65+ yrs Persons,13,70.519,82.347,72.854,72.421,74.019,1.598,1.306,74.463,3.888,1.078,2.349
D. Health protection,England,Population vaccination coverage: Flu (at risk individuals) 6 months-64 yrs Persons,13,44.914,53.018,50.275,48.638,51.617,2.979,2.426,49.796,2.629,0.729,1.589
D. Health protection,England,NHS organisations with a board approved sustainable development management plan Not applicable Not applicable,6,41.611,84.064,62.598,57.142,72.231,15.089,13.153,63.606,14.788,6.037,15.519
D. Health protection,England,"Chlamydia detection rate per 100,000 aged 15 to 24 15-24 yrs Female",11,1732.6,2737.1,2563.342,2319.325,2709.445,390.12,228.539,2443.33,361.929,109.126,243.147
D. Health protection,England,HIV late diagnosis in people first diagnosed with HIV in the UK 15+ yrs Persons,12,35.227,46.119,41.018,37.547,42.378,4.83,3.743,40.316,3.429,0.99,2.178
D. Health protection,England,"New STI diagnoses (excluding chlamydia aged under 25) per 100,000 All ages Persons",11,384.586,588.925,560.247,512.002,570.522,58.521,42.517,524.427,69.814,21.05,46.902
D. Health protection,England,TB incidence (three year average) All ages Persons,21,7.61,15.24,13.5,9.91,15.04,5.13,2.372,12.427,2.817,0.615,1.282
D. Health protection,England,Proportion of drug sensitive TB notifications who had completed a full course of treatment by 12 months All ages Persons,20,64.769,87.793,85.061,78.271,86.331,8.06,2.372,81.694,6.89,1.541,3.224
D. Health protection,England,"Chlamydia detection rate per 100,000 aged 15 to 24 15-24 yrs Male",11,871.3,1446.5,1296.72,1200.85,1372.82,171.97,120.268,1250.53,199.138,60.042,133.783
D. Health protection,England,"Chlamydia detection rate per 100,000 aged 15 to 24 15-24 yrs Persons",11,1332.9,2094.6,1928.998,1796.843,2042.863,246.02,180.03,1858.763,268.28,80.89,180.233
D. Health protection,England,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old) 12-13 yrs Female,9,59.195,91.111,86.994,76.66,88.009,11.349,3.567,81.679,10.907,3.636,8.384
D. Health protection,England,Population vaccination coverage: HPV vaccination coverage for one dose (12 to 13 year old) 12-13 yrs Male,3,54.393,71.025,62.354,58.373,66.689,8.316,11.804,62.591,8.319,4.803,20.664
D. Health protection,England,Adjusted antibiotic prescribing in primary care by the NHS All ages Persons,8,0.735,1.103,0.968,0.84,1.046,0.206,0.153,0.938,0.141,0.05,0.118
D. Health protection,England,Population vaccination coverage: HPV vaccination coverage for two doses (13 to 14 years old) 13-14 yrs Female,7,60.622,85.121,83.106,66.031,83.881,17.849,2.988,75.525,10.762,4.068,9.953
D. Health protection,England,Population vaccination coverage: HPV vaccination coverage for two doses (13 to 14 years old) 13-14 yrs Male,2,54.395,62.381,58.388,56.392,60.385,3.993,5.92,58.388,5.647,3.993,50.737
D. Health protection,England,Population vaccination coverage: Flu (2 to 3 years old) 2-3 yrs Persons,9,36.551,56.696,43.815,40.249,44.887,4.638,5.288,44.446,5.953,1.984,4.576
D. Health protection,England,Population vaccination coverage: MenB booster (2 years) 2 yrs Persons,5,87.584,89.03,87.953,87.801,88.703,0.903,0.547,88.214,0.62,0.277,0.77
D. Health protection,England,Population vaccination coverage: MenB (1 year) 1 yr Persons,6,91.046,92.5,92.083,91.662,92.383,0.721,0.597,91.953,0.566,0.231,0.594
D. Health protection,England,Population vaccination coverage: DTaP and IPV booster (5 years) 5 yrs Persons,8,83.281,86.256,85.373,84.681,85.78,1.099,1.045,85.152,1.011,0.357,0.845
D. Health protection,England,Population vaccination coverage:  Rotavirus (Rota) (1 year) 1 yr Persons,7,88.741,90.165,89.919,89.652,90.11,0.458,0.317,89.764,0.5,0.189,0.463
D. Health protection,England,Population vaccination coverage: Meningococcal ACWY conjugate vaccine (MenACWY) (14 to 15 years) 14-15 yrs Persons,6,79.612,86.957,83.579,81.324,86.144,4.82,4.251,83.55,3.027,1.236,3.177
D. Health protection,England,Population vaccination coverage: Flu (primary school aged children) 4-11 yrs Persons,4,56.26,62.499,58.89,57.116,60.908,3.793,3.053,59.135,2.836,1.418,4.513
D. Health protection,England,Population vaccination coverage: Shingles vaccination coverage (71 years) 71 Persons,4,42.1,49.078,46.096,43.525,48.414,4.889,3.764,45.843,3.336,1.668,5.309
D. Health protection,England,Fraction of mortality attributable to particulate air pollution (new method) 30+ yrs Persons,5,5.502,7.103,5.817,5.635,7.068,1.433,0.466,6.225,0.794,0.355,0.985
D. Health protection,ICBs,TB incidence (three year average) All ages Persons,882,1.26,59.67,6.49,4.182,13.865,9.683,4.937,11.13,11.095,0.374,0.733
D. Health protection,ICBs,Proportion of drug sensitive TB notifications who had completed a full course of treatment by 12 months All ages Persons,833,0.669,100,82.222,73.333,87.379,14.045,9.096,78.195,14.242,0.493,0.969
D. Health protection,ONS 2011 group,"Chlamydia detection rate per 100,000 aged 15 to 24 15-24 yrs Male",52,819.5,2763.645,1196.746,1097.572,1333.244,235.672,186.114,1297.801,380.468,52.761,105.923
D. Health protection,ONS 2011 group,"Chlamydia detection rate per 100,000 aged 15 to 24 15-24 yrs Persons",52,1211.1,3459.785,1837.752,1650.739,2047.457,396.719,311.489,1909.48,456.367,63.287,127.053
D. Health protection,ONS 2011 group,Adjusted antibiotic prescribing in primary care by the NHS All ages Persons,104,0.465,1.259,0.944,0.79,1.048,0.258,0.19,0.921,0.169,0.017,0.033
D. Health protection,ONS 2011 subgroup,"Chlamydia detection rate per 100,000 aged 15 to 24 15-24 yrs Male",84,726.6,2763.645,1187.08,1058.149,1344.244,286.095,207.753,1250.986,342.073,37.323,74.234
D. Health protection,ONS 2011 subgroup,"Chlamydia detection rate per 100,000 aged 15 to 24 15-24 yrs Persons",84,1069.9,3459.785,1801.639,1542.092,2088.125,546.033,387.744,1857.018,438.198,47.811,95.095
D. Health protection,ONS 2011 subgroup,Adjusted antibiotic prescribing in primary care by the NHS All ages Persons,168,0.465,1.354,0.972,0.826,1.079,0.253,0.172,0.952,0.169,0.013,0.026
E. Healthcare and premature mortality,CCGs (2018/19),Estimated dementia diagnosis rate (aged 65 and older) 65+ yrs Persons,966,51.3,92.7,67.3,62.8,72.3,9.5,7.116,68.024,7.553,0.243,0.477
E. Healthcare and premature mortality,CCGs (2019/20),Estimated dementia diagnosis rate (aged 65 and older) 65+ yrs Persons,960,51.3,92.7,67.25,62.7,72.125,9.425,7.042,67.936,7.529,0.243,0.477
E. Healthcare and premature mortality,CCGs (2020/21),Estimated dementia diagnosis rate (aged 65 and older) 65+ yrs Persons,732,50.6,88,67.163,62.4,71.6,9.2,6.726,67.378,6.951,0.257,0.504
E. Healthcare and premature mortality,CCGs (from Apr 2021),Estimated dementia diagnosis rate (aged 65 and older) 65+ yrs Persons,569,50.6,88,67.1,62.328,71.8,9.472,7.074,67.47,7.265,0.305,0.598
E. Healthcare and premature mortality,Counties & UAs (2020/21),Under 75 mortality rate from all circulatory diseases <75 yrs Male,3188,51.844,337.548,126.837,103.218,156.556,53.337,38.518,135.25,43.426,0.769,1.508
E. Healthcare and premature mortality,Counties & UAs (2020/21),Under 75 mortality rate from all circulatory diseases <75 yrs Female,3171,22.671,148.926,55.643,44.075,70.376,26.301,19.056,59.66,20.866,0.371,0.727
E. Healthcare and premature mortality,Counties & UAs (2020/21),Under 75 mortality rate from all circulatory diseases <75 yrs Persons,3190,29.568,229.438,89.882,72.904,111.346,38.443,27.818,96.088,31.172,0.552,1.082
E. Healthcare and premature mortality,Counties & UAs (2020/21),Under 75 mortality rate from cancer <75 yrs Male,3190,80.601,295.114,163.447,145.301,186.167,40.866,29.608,167.571,31.903,0.565,1.107
E. Healthcare and premature mortality,Counties & UAs (2020/21),Under 75 mortality rate from cancer <75 yrs Female,3187,71.491,212.684,130.487,116.322,145.916,29.594,21.866,131.825,21.892,0.388,0.76
E. Healthcare and premature mortality,Counties & UAs (2020/21),Under 75 mortality rate from cancer <75 yrs Persons,3190,75.764,239.956,146.528,130.932,164.517,33.585,24.676,148.807,25.551,0.452,0.887
E. Healthcare and premature mortality,Counties & UAs (2020/21),Under 75 mortality rate from liver disease <75 yrs Male,3062,8.17,70.713,25.897,20.131,32.64,12.51,9.194,27.029,8.97,0.162,0.318
E. Healthcare and premature mortality,Counties & UAs (2020/21),Under 75 mortality rate from liver disease <75 yrs Female,2349,6.299,44.052,14.737,11.635,18.655,7.02,5.065,15.595,5.19,0.107,0.21
E. Healthcare and premature mortality,Counties & UAs (2020/21),Under 75 mortality rate from liver disease <75 yrs Persons,3156,7.181,52.352,19.376,15.289,24.385,9.096,6.651,20.414,6.575,0.117,0.229
E. Healthcare and premature mortality,Counties & UAs (2020/21),Under 75 mortality rate from respiratory disease <75 yrs Male,3142,12.24,103.804,42.018,32.987,52.578,19.591,14.251,43.913,14.068,0.251,0.492
E. Healthcare and premature mortality,Counties & UAs (2020/21),Under 75 mortality rate from respiratory disease <75 yrs Female,3083,9.187,77.321,30.232,23.141,38.974,15.834,11.431,31.974,11.271,0.203,0.398
E. Healthcare and premature mortality,Counties & UAs (2020/21),Under 75 mortality rate from respiratory disease <75 yrs Persons,3170,9.765,83.869,35.861,27.791,44.862,17.071,12.662,37.358,12.131,0.215,0.422
E. Healthcare and premature mortality,Counties & UAs (2020/21),Suicide rate 10+ yrs Male,2937,5.204,38.628,15.378,13.066,17.861,4.795,3.552,15.654,3.882,0.072,0.14
E. Healthcare and premature mortality,Counties & UAs (2020/21),Suicide rate 10+ yrs Female,2402,1.722,15.331,4.935,4.051,5.924,1.873,1.369,5.159,1.607,0.033,0.064
E. Healthcare and premature mortality,Counties & UAs (2020/21),Suicide rate 10+ yrs Persons,2943,3.96,22.74,9.81,8.42,11.394,2.974,2.204,10.038,2.429,0.045,0.088
E. Healthcare and premature mortality,Counties & UAs (2020/21),Emergency readmissions within 30 days of discharge from hospital All ages Persons,989,5.4,20,13.7,13,14.7,1.7,1.186,13.898,1.492,0.047,0.093
E. Healthcare and premature mortality,Counties & UAs (2020/21),Preventable sight loss: age related macular degeneration (AMD) 65+ yrs Persons,1905,11.576,407.933,107.167,83.305,134.275,50.97,37.053,110.447,40.737,0.933,1.83
E. Healthcare and premature mortality,Counties & UAs (2020/21),Preventable sight loss: glaucoma 40+ yrs Persons,1818,0,69.9,12.05,9.389,15.828,6.439,4.516,13.007,5.378,0.126,0.247
E. Healthcare and premature mortality,Counties & UAs (2020/21),Preventable sight loss: diabetic eye disease 12+ yrs Persons,1432,0,19.683,3.307,2.498,4.449,1.95,1.423,3.616,1.875,0.05,0.097
E. Healthcare and premature mortality,Counties & UAs (2020/21),Preventable sight loss: sight loss certifications All ages Persons,1916,2.83,127.78,39.469,30.44,49.02,18.58,13.825,40.274,14.014,0.32,0.628
E. Healthcare and premature mortality,Counties & UAs (2020/21),Hip fractures in people aged 65 and over 65+ yrs Male,1869,191.18,825.052,412.672,371.42,457.363,85.943,63.444,417.636,69.946,1.618,3.173
E. Healthcare and premature mortality,Counties & UAs (2020/21),Hip fractures in people aged 65 and over 65+ yrs Female,1881,369.913,1123.271,705.339,644.238,762.102,117.863,87.672,704.256,97.02,2.237,4.387
E. Healthcare and premature mortality,Counties & UAs (2020/21),Hip fractures in people aged 65 and over 65+ yrs Persons,1881,351.093,944.035,588.193,539.075,632.775,93.7,69.108,587.161,75.275,1.736,3.404
E. Healthcare and premature mortality,Counties & UAs (2020/21),Hip fractures in people aged 65 to 79 65-79 yrs Male,1643,59.376,431.644,169.373,146.149,205.101,58.952,40.285,178.646,46.715,1.152,2.26
E. Healthcare and premature mortality,Counties & UAs (2020/21),Hip fractures in people aged 65 to 79 65-79 yrs Female,1831,116.361,563.897,311.848,276.11,347.976,71.866,53.391,313.764,59.907,1.4,2.746
E. Healthcare and premature mortality,Counties & UAs (2020/21),Hip fractures in people aged 65 to 79 65-79 yrs Persons,1875,121.7,412.18,243.232,219.085,272.871,53.787,39.796,248.443,43.07,0.995,1.951
E. Healthcare and premature mortality,Counties & UAs (2020/21),Hip fractures in people aged 80 and over 80+ yrs Male,1807,480.723,2053.319,1114.784,994.183,1251.39,257.207,188.156,1125.455,215.186,5.062,9.928
E. Healthcare and premature mortality,Counties & UAs (2020/21),Hip fractures in people aged 80 and over 80+ yrs Female,1871,1027.253,3374.894,1844.257,1676.939,2001.046,324.107,241.689,1839.351,271.942,6.287,12.33
E. Healthcare and premature mortality,Counties & UAs (2020/21),Hip fractures in people aged 80 and over 80+ yrs Persons,1881,802.189,2514.629,1572.013,1436.623,1703.56,266.937,198.721,1570.1,221.387,5.105,10.011
E. Healthcare and premature mortality,Counties & UAs (2020/21),Winter mortality index All ages Male,3123,-21.3,120.6,15.3,9.4,21.75,12.35,9.044,16.327,11.337,0.203,0.398
E. Healthcare and premature mortality,Counties & UAs (2020/21),Winter mortality index All ages Female,3120,-15.7,93.1,19,12.381,26.1,13.719,10.23,19.842,11.726,0.21,0.412
E. Healthcare and premature mortality,Counties & UAs (2020/21),Winter mortality index All ages Persons,3123,-8.6,104.8,17,12.1,22.7,10.6,7.858,18.023,10.005,0.179,0.351
E. Healthcare and premature mortality,Counties & UAs (2020/21),Winter mortality index (age 85 plus) 85+ yrs Male,3123,-36.4,137.8,22.8,13,35.1,22.1,16.309,24.828,19.223,0.344,0.674
E. Healthcare and premature mortality,Counties & UAs (2020/21),Winter mortality index (age 85 plus) 85+ yrs Female,3120,-23.6,113.3,24.4,14.4,35.3,20.9,15.271,25.747,16.489,0.295,0.579
E. Healthcare and premature mortality,Counties & UAs (2020/21),Winter mortality index (age 85 plus) 85+ yrs Persons,3121,-20.7,103.6,23.6,16.1,33.3,17.2,12.75,25.089,14.16,0.253,0.497
E. Healthcare and premature mortality,Counties & UAs (2020/21),Infant mortality rate <1 yr Persons,2896,1.2,9.944,4.167,3.422,5.122,1.701,1.228,4.369,1.318,0.024,0.048
E. Healthcare and premature mortality,Counties & UAs (2020/21),"Mortality rate from a range of specified communicable diseases, including influenza All ages Male",2810,3.58,39.484,10.985,8.837,13.966,5.128,3.625,11.864,4.283,0.081,0.158
E. Healthcare and premature mortality,Counties & UAs (2020/21),"Mortality rate from a range of specified communicable diseases, including influenza All ages Female",2845,3.239,33.356,9.69,7.562,12.47,4.908,3.529,10.573,4.271,0.08,0.157
E. Healthcare and premature mortality,Counties & UAs (2020/21),"Mortality rate from a range of specified communicable diseases, including influenza All ages Persons",2888,3.234,32.956,10.29,8.119,13.064,4.945,3.531,11.103,4.118,0.077,0.15
E. Healthcare and premature mortality,Counties & UAs (2020/21),Estimated dementia diagnosis rate (aged 65 and older) 65+ yrs Persons,1052,24.3,90.8,66.7,61.5,71.8,10.3,7.561,66.827,8.403,0.259,0.508
E. Healthcare and premature mortality,Counties & UAs (2020/21),Percentage of 5 year olds with experience of visually obvious dental decay 5 yrs Persons,830,8.717,55.69,26.538,21.141,33.32,12.179,8.856,27.627,8.625,0.299,0.588
E. Healthcare and premature mortality,Counties & UAs (2020/21),Premature mortality in adults with severe mental illness (SMI) 18-74 yrs Male,589,47.2,256.2,123.1,97.4,150,52.6,38.992,127.516,38.797,1.599,3.14
E. Healthcare and premature mortality,Counties & UAs (2020/21),Premature mortality in adults with severe mental illness (SMI) 18-74 yrs Female,589,40,179.3,80.6,66.5,99.6,33.1,23.573,85.425,25.946,1.069,2.1
E. Healthcare and premature mortality,Counties & UAs (2020/21),Premature mortality in adults with severe mental illness (SMI) 18-74 yrs Persons,589,48.4,212.4,101.2,81.1,125.2,44.1,30.69,105.977,31.825,1.311,2.575
E. Healthcare and premature mortality,Counties & UAs (2020/21),Excess under 75 mortality rate in adults with severe mental illness (SMI) 18-74 yrs Male,589,173.4,636.2,378.9,325.9,433.1,107.2,79.912,380.075,79.303,3.268,6.418
E. Healthcare and premature mortality,Counties & UAs (2020/21),Excess under 75 mortality rate in adults with severe mental illness (SMI) 18-74 yrs Female,589,157.7,655.5,389.8,333.4,450.7,117.3,86.436,392.288,83.634,3.446,6.768
E. Healthcare and premature mortality,Counties & UAs (2020/21),Excess under 75 mortality rate in adults with severe mental illness (SMI) 18-74 yrs Persons,589,154.4,616.7,380.5,329.6,432.7,103.1,76.206,381.088,76.555,3.154,6.195
E. Healthcare and premature mortality,Counties & UAs (2020/21),Under 75 mortality rate from liver disease considered preventable <75 yrs Male,2885,6.179,63.675,22.738,17.76,28.815,11.055,8.031,23.83,7.847,0.146,0.286
E. Healthcare and premature mortality,Counties & UAs (2020/21),Under 75 mortality rate from liver disease considered preventable <75 yrs Female,2865,3.993,37.919,11.291,9.026,14.422,5.396,3.843,12.091,4.119,0.077,0.151
E. Healthcare and premature mortality,Counties & UAs (2020/21),Under 75 mortality rate from liver disease considered preventable <75 yrs Persons,2888,6.806,45.712,16.988,13.415,21.129,7.714,5.641,17.799,5.612,0.104,0.205
E. Healthcare and premature mortality,Counties & UAs (2020/21),Under 75 mortality rate from causes considered preventable <75 yrs Male,3190,101.815,465.863,227.384,188.24,269.055,80.814,59.569,232.758,57.464,1.017,1.995
E. Healthcare and premature mortality,Counties & UAs (2020/21),Under 75 mortality rate from causes considered preventable <75 yrs Female,3185,51.965,252.197,111.971,90.435,136.157,45.722,33.604,115.997,32.285,0.572,1.122
E. Healthcare and premature mortality,Counties & UAs (2020/21),Under 75 mortality rate from causes considered preventable <75 yrs Persons,3190,86.564,339.177,168.884,138.315,200.76,62.446,46.061,172.576,43.375,0.768,1.506
E. Healthcare and premature mortality,Counties & UAs (2020/21),Under 75 mortality rate from circulatory diseases considered preventable <75 yrs Male,2900,21.184,147.253,53.396,43.36,68.013,24.653,17.541,57.916,20.007,0.372,0.728
E. Healthcare and premature mortality,Counties & UAs (2020/21),Under 75 mortality rate from circulatory diseases considered preventable <75 yrs Female,2885,6.704,59.49,21.605,16.766,27.97,11.204,8.241,23.42,9.106,0.17,0.332
E. Healthcare and premature mortality,Counties & UAs (2020/21),Under 75 mortality rate from circulatory diseases considered preventable <75 yrs Persons,2900,14.979,100.525,36.912,29.589,47.262,17.673,12.44,40.057,14.164,0.263,0.516
E. Healthcare and premature mortality,Counties & UAs (2020/21),Under 75 mortality rate from cancer considered preventable <75 yrs Male,2900,32.031,159,81.518,70.103,97.363,27.26,19.904,84.599,20.392,0.379,0.742
E. Healthcare and premature mortality,Counties & UAs (2020/21),Under 75 mortality rate from cancer considered preventable <75 yrs Female,2898,16.7,92.016,44.823,37.171,54.023,16.851,12.449,46.71,12.739,0.237,0.464
E. Healthcare and premature mortality,Counties & UAs (2020/21),Under 75 mortality rate from cancer considered preventable <75 yrs Persons,2900,26.621,119.527,62.847,53.181,74.969,21.788,15.666,64.922,15.65,0.291,0.57
E. Healthcare and premature mortality,Counties & UAs (2020/21),Under 75 mortality rate from respiratory disease considered preventable <75 yrs Male,2880,5.317,53.254,22.962,17.563,29.302,11.739,8.521,24.183,8.384,0.156,0.306
